Ticker,Company Name
ELCIDIN.BO,EL CID Investments Limited
ELDEHSG.BO,Eldeco Housing And Industries Limited
ELECON.BO,Elecon Engineering Company Limited
ELECTCAST.BO,Electrosteel Castings Limited
ELECTHERM.BO,Electrotherm (India) Limited
ELGIEQUIP.BO,Elgi Equipments Limited
ELGIRUBCO.BO,Elgi Rubber Company Limited
ELIN.BO,Elin Electronics Limited
ELITECON.BO,Elitecon International Limited
ELLEN.BO,Ellenbarrie Industrial Gases Limited
ELPROINTL.BO,Elpro International Limited
EMAMILTD.BO,Emami Limited
EMAMIPAP.BO,Emami Paper Mills Limited
EMAMIREAL.BO,Emami Realty Limited
EMBDL.BO,Embassy Developments Limited
EMCURE.BO,Emcure Pharmaceuticals Limited
EMIL.BO,Electronics Mart India Limited
EMKAY.BO,Emkay Global Financial Services Limited
EMMBI.BO,Emmbi Industries Limited
EMMVEE.BO,Emmvee Photovoltaic Power Limited
EMPOWER.BO,Empower India Limited
EMSLIMITED.BO,EMS Limited
EMUDHRA.BO,eMudhra Limited
ENDURANCE.BO,Endurance Technologies Limited
ENERGYDEV.BO,Energy Development Company Limited
ENGINERSIN.BO,Engineers India Limited
ENIL.BO,Entertainment Network (India) Limited
ENRIN.BO,Siemens Energy India Limited
ENTERO.BO,Entero Healthcare Solutions Limited
EPACK.BO,EPACK Durable Limited
EPACKPEB.BO,EPack Prefab Technologies Limited
EPIGRAL.BO,Epigral Limited
EPL.BO,EPL Limited
EQUIPPP.BO,Equippp Social Impact Technologies Limited
EQUITASBNK.BO,Equitas Small Finance Bank Limited
ERIS.BO,Eris Lifesciences Limited
ESABINDIA.BO,Esab India Limited
ESAFSFB.BO,ESAF Small Finance Bank Limited
ESCORTS.BO,Escorts Kubota Limited
ESSARSHPNG.BO,Essar Shipping Limited
ESSENTIA.BO,Integra Essentia Limited
ESTER.BO,Ester Industries Limited
ETERNAL.BO,ETERNAL LIMITED
ETHOSLTD.BO,Ethos Limited
EUREKAFORB.BO,Eureka Forbes Limited
EUROBOND.BO,Euro Panel Products Limited
EUROPRATIK.BO,Euro Pratik Sales Limited
EUROTEXIND.BO,Eurotex Industries and Exports Limited
EVEREADY.BO,Eveready Industries India Limited
EVERESTIND.BO,Everest Industries Limited
EXCELINDUS.BO,Excel Industries Limited
EXCELSOFT.BO,Excelsoft Technologies Limited
EXICOM.BO,Exicom Tele-Systems Limited
EXIDEIND.BO,Exide Industries Limited
EXPLEOSOL.BO,Expleo Solutions Limited
EXXARO.BO,Exxaro Tiles Limited
FABTECH.BO,Fabtech Technologies Limited
FACT.BO,Fertilizers and Chemicals Travancore Limited
FAIRCHEMOR.BO,Fairchem Organics Limited
FAZE3Q.BO,Faze Three Limited
FCL.BO,Fineotex Chemical Limited
FCSSOFT.BO,FCS Software Solutions Limited
FDC.BO,FDC Limited
FEDDERSHOL.BO,Fedders Holding Limited
FEDERALBNK.BO,The Federal Bank  Limited
FEDFINA.BO,Fedbank Financial Services Limited
FEL.BO,Future Enterprises Limited
FELDVR.BO,Future Enterprises Limited
FERMENTA.BO,Fermenta Biotech Limited
FIBERWEB.BO,Fiberweb (India) Limited
FIEMIND.BO,Fiem Industries Limited
FILATEX.BO,Filatex India Limited
FILATFASH.BO,Filatex Fashions Limited
FINCABLES.BO,Finolex Cables Limited
FINEORG.BO,Fine Organic Industries Limited
FINKURVE.BO,Finkurve Financial Services Limited
FINOPB.BO,Fino Payments Bank Limited
FINPIPE.BO,Finolex Industries Limited
FIRSTCRY.BO,Brainbees Solutions Limited
FISCHER.BO,Fischer Medical Ventures Limited
FIVESTAR.BO,Five-Star Business Finance Limited
FLAIR.BO,Flair Writing Industries Limited
FLEXITUFF.BO,Flexituff Ventures International Limited
FLFL.BO,Future Lifestyle Fashions Limited
FLUOROCHEM.BO,Gujarat Fluorochemicals Limited
FMGOETZE.BO,Federal-Mogul Goetze (India) Limited.
FMNL.BO,Future Market Networks Limited
FOCUS.BO,Focus Lighting and Fixtures Limited
FOODSIN.BO,Foods & Inns Limited
FORCEMOT.BO,FORCE MOTORS LTD
FORTIS.BO,Fortis Healthcare Limited
FOSECOIND.BO,Foseco India Limited
FRACTAL.BO,Fractal Analytics Limited
FRONTSP.BO,Frontier Springs Limited
FSL.BO,Firstsource Solutions Limited
FUSION.BO,Fusion Finance Limited
GABRIEL.BO,Gabriel India Limited
GAEL.BO,Gujarat Ambuja Exports Limited
GAIL.BO,GAIL (India) Limited
GALAPREC.BO,Gala Precision Engineering Limited
GALAXYSURF.BO,Galaxy Surfactants Limited
GALLANTT.BO,Gallantt Ispat Limited
GANDHAR.BO,Gandhar Oil Refinery (India) Limited
GANDHITUBE.BO,Gandhi Special Tubes Limited
GANECOS.BO,Ganesha Ecosphere Limited
GANESHBE.BO,Ganesh Benzoplast Limited
GANESHCP.BO,Ganesh Consumer Products Limited
GANESHHOU.BO,GANESH HOUSING LIMITED
GANGAFORGE.BO,Ganga Forging Limited
GANGESSECU.BO,Ganges Securities Limited
GARFIBRES.BO,Garware Technical Fibres Limited
GARUDA.BO,Garuda Construction and Engineering Limited
GATECH.BO,GACM Technologies Limited
GATECHDVR.BO,GACM Technologies Limited
GATEWAY.BO,Gateway Distriparks Limited
GAUDIUMIVF.BO,Gaudium IVF and Women Health Limited
GAYAHWS.BO,Gayatri Highways Limited
GAYAPROJ.BO,Gayatri Projects Limited
GCSL.BO,Gretex Corporate Services Limited
GEECEE.BO,GeeCee Ventures Limited
GEEKAYWIRE.BO,Geekay Wires Limited
GEMAROMA.BO,Gem Aromatics Limited
GENCON.BO,Generic Engineering Construction and Projects Limited
GENESYS.BO,Genesys International Corporation Limited
GENUSPAPER.BO,Genus Paper & Boards Limited
GENUSPOWER.BO,Genus Power Infrastructures Limited
GEOJITFSL.BO,Geojit Financial Services Limited
GESHIP.BO,The Great Eastern Shipping Company Limited
GFLLIMITED.BO,GFL Limited
GHCL.BO,GHCL Limited
GHCLTEXTIL.BO,GHCL Textiles Limited
GICHSGFIN.BO,GIC Housing Finance Limited
GICL.BO,Globe International Carriers Limited
GICRE.BO,General Insurance Corporation of India
GILLANDERS.BO,Gillanders Arbuthnot & Company Limited
GILLETTE.BO,Gillette India Limited
GINNIFILA.BO,Ginni Filaments Limited
GIPCL.BO,Gujarat Industries Power Company Limited
GKENERGY.BO,GK Energy Limited
GKSL.BO,Gujarat Kidney And Super Speciality Limited
GKWLIMITED.BO,GKW Limited
GLAND.BO,Gland Pharma Limited
GLAXO.BO,GlaxoSmithKline Pharmaceuticals Limited
GLENMARK.BO,Glenmark Pharmaceuticals Limited
GLFL.BO,Gujarat Lease Financing Limited
GLOBAL.BO,Global Education Limited
GLOBALE.BO,Globale Tessile Limited
GLOBALVECT.BO,Global Vectra Helicorp Limited
GLOBE.BO,GLOBE ENTERPRISES (INDIA) LIMITED
GLOBECIVIL.BO,Globe Civil Projects Limited
GLOBUSSPR.BO,Globus Spirits Limited
GLOSTERLTD.BO,Gloster Limited
GLOTTIS.BO,Glottis Limited
GMBREW.BO,GM Breweries Limited
GMDCLTD.BO,Gujarat Mineral Development Corporation Limited
GMMPFAUDLR.BO,GMM Pfaudler Limited
GMRAIRPORT.BO,GMR AIRPORTS LIMITED
GMRP&UI.BO,GMR Power and Urban Infra Limited
GNA.BO,GNA Axles Limited
GNFC.BO,Gujarat Narmada Valley Fertilizers and Chemicals Limited
GNRL.BO,Gujarat Natural Resources Limited
GOACARBON.BO,Goa Carbon Limited
GOCLCORP.BO,GOCL Corporation Limited
GOCOLORS.BO,Go Fashion (India) Limited
GODAVARIB.BO,Godavari Biorefineries Limited
GODFRYPHLP.BO,Godfrey Phillips India Limited
GODIGIT.BO,Go Digit General Insurance Limited
GODREJAGRO.BO,Godrej Agrovet Limited
GODREJCP.BO,Godrej Consumer Products Limited
GODREJIND.BO,Godrej Industries Limited
GODREJPROP.BO,Godrej Properties Limited
GOKEX.BO,Gokaldas Exports Limited
GOKUL.BO,Gokul Refoils and Solvent Limited
GOKULAGRO.BO,Gokul Agro Resources Limited
GOLDENTOBC.BO,Golden Tobacco Limited
GOLDIAM.BO,Goldiam International Limited
GOLDTECH.BO,AION-TECH SOLUTIONS LIMITED
GOODLUCK.BO,Goodluck India Limited
GOODYEAR.BO,Goodyear India Limited
GOPAL.BO,Gopal Snacks Limited
GOYALALUM.BO,Goyal Aluminiums Limited
GPIL.BO,Godawari Power And Ispat limited
GPPL.BO,Gujarat Pipavav Port Limited
GPTHEALTH.BO,GPT Healthcare Limited
GPTINFRA.BO,GPT Infraprojects Limited
GRADIENTE.BO,Gradiente Infotainment Limited
GRANDOAK.BO,Grand Oak Canyons Distillery Limited
GRANULES.BO,Granules India Limited
GRAPHITE.BO,Graphite India Limited
GRASIM.BO,Grasim Industries Limited
GRAUWEIL.BO,Grauer & Weil India Limited
GRAVISSHO.BO,Graviss Hospitality Limited
GRAVITA.BO,Gravita India Limited
GREAVESCOT.BO,Greaves Cotton Limited
GREENLAM.BO,Greenlam Industries Limited
GREENPANEL.BO,Greenpanel Industries Limited
GREENPLY.BO,Greenply Industries Limited
GREENPOWER.BO,Orient Green Power Company Limited
GRINDWELL.BO,Grindwell Norton Limited
GRINFRA.BO,G R Infraprojects Limited
GRMOVER.BO,GRM Overseas Limited
GROBTEA.BO,The Grob Tea Company Limited
GROWW.BO,Billionbrains Garage Ventures Limited
GRPLTD.BO,GRP Limited
GRSE.BO,Garden Reach Shipbuilders & Engineers Limited
GRWRHITECH.BO,Garware Hi-Tech Films Limited
GSFC.BO,Gujarat State Fertilizers & Chemicals Limited
GSLSU.BO,Global Surfaces Limited
GSPCROP.BO,GSP Crop Science Limited
GSPL.BO,Gujarat State Petronet Limited
GSS.BO,GSS Infotech Limited
GTECJAINX.BO,G-TEC JAINX EDUCATION LIMITED
GTL.BO,GTL Limited
GTLINFRA.BO,GTL Infrastructure Limited
GTPL.BO,GTPL Hathway Limited
GUFICBIO.BO,Gufic Biosciences Limited
GUJALKALI.BO,Gujarat Alkalies and Chemicals Limited
GUJAPOLLO.BO,Gujarat Apollo Industries Limited
GUJGASLTD.BO,Gujarat Gas Limited
GUJRAFFIA.BO,Gujarat Raffia Industries Limited
GUJTHEM.BO,Gujarat Themis Biosyn Limited
GULFOILLUB.BO,Gulf Oil Lubricants India Limited
GULFPETRO.BO,GP Petroleums Limited
GULPOLY.BO,Gulshan Polyols Limited
GVKPIL.BO,GVK Power & Infrastructure Limited
GVPIL.BO,GE Power India Limited
GVPTECH.BO,GVP Infotech Limited
GVT&D.BO,GE Vernova T&D India Limited
HAL.BO,Hindustan Aeronautics Limited
HALDER.BO,Halder Venture Limited
HALDYNGL.BO,Haldyn Glass Limited
HALEOSLABS.BO,HALEOS LABS LIMITED
HAPPSTMNDS.BO,Happiest Minds Technologies Limited
HAPPYFORGE.BO,Happy Forgings Limited
HARDWYN.BO,Hardwyn India Limited
HARIOMPIPE.BO,Hariom Pipe Industries Limited
HARRMALAYA.BO,Harrisons  Malayalam Limited
HARSHA.BO,Harsha Engineers International Limited
HATHWAY.BO,Hathway Cable & Datacom Limited
HATSUN.BO,Hatsun Agro Product Limited
HAVELLS.BO,Havells India Limited
HAVISHA.BO,Sri Havisha Hospitality and Infrastructure Limited
HAWKINCOOK.BO,Hawkins Cookers Limited
HBESD.BO,HB Estate Developers Limited
HBLENGINE.BO,HBL Engineering Limited
HBSL.BO,HB Stockholdings Limited
HCC.BO,Hindustan Construction Company Limited
HCG.BO,Healthcare Global Enterprises Limited
HCL-INSYS.BO,HCL Infosystems Limited
HCLTECH.BO,HCL Technologies Limited
HDBFS.BO,HDB Financial Services Limited
HDFCAMC.BO,HDFC Asset Management Company Limited
HDFCBANK.BO,HDFC Bank Limited
HDFCLIFE.BO,HDFC Life Insurance Company Limited
HDIL.BO,Housing Development and Infrastructure Limited
HEADSUP.BO,Heads UP Ventures Limited
HEALTHX.BO,Health X Platform Limited
HECPROJECT.BO,HEC Infra Projects Limited
HEG.BO,HEG Limited
HEIDELBERG.BO,HeidelbergCement India Limited
HEMIPROP.BO,Hemisphere Properties India Limited
HERANBA.BO,Heranba Industries Limited
HERITGFOOD.BO,Heritage Foods Limited
HEROMOTOCO.BO,Hero MotoCorp Limited
HESTERBIO.BO,Hester Biosciences Limited
HEXATRADEX.BO,Hexa Tradex Limited
HEXT.BO,Hexaware Technologies Limited
HFCL.BO,HFCL Limited
HGINFRA.BO,H.G. Infra Engineering Limited
HGM.BO,HandsOn Global Management (HGM) Limited
HGS.BO,Hinduja Global Solutions Limited
HIKAL.BO,Hikal Limited
HILINFRA.BO,Highway Infrastructure Limited
HILTON.BO,Hilton Metal Forging Limited
HIMATSEIDE.BO,Himatsingka Seide Limited
HINDALCO.BO,Hindalco Industries Limited
HINDCOMPOS.BO,Hindustan Composites Limited
HINDCON.BO,Hindcon Chemicals Limited
HINDCOPPER.BO,Hindustan Copper Limited
HINDOILEXP.BO,Hindustan Oil Exploration Company Limited
HINDPETRO.BO,Hindustan Petroleum Corporation Limited
HINDUNILVR.BO,Hindustan Unilever Limited
HINDWAREAP.BO,Hindware Home Innovation Limited
HINDZINC.BO,Hindustan Zinc Limited
HIRECT.BO,Hind Rectifiers Limited
HISARMETAL.BO,Hisar Metal Industries Limited
HITECH.BO,Hi-Tech Pipes Limited
HITECHCORP.BO,Hitech Corporation Limited
HITECHGEAR.BO,The Hi-Tech Gears Limited
HLEGLAS.BO,HLE Glascoat Limited
HLVLTD.BO,HLV LIMITED
HMAAGRO.BO,HMA Agro Industries Limited
HMT.BO,HMT Limited
HMVL.BO,Hindustan Media Ventures Limited
HNDFDS.BO,Hindustan Foods Limited
HOMEFIRST.BO,Home First Finance Company India Limited
HONASA.BO,Honasa Consumer Limited
HONAUT.BO,Honeywell Automation India Limited
HONDAPOWER.BO,Honda India Power Products Limited
HPAL.BO,HP Adhesives Limited
HPIL.BO,Hindprakash Industries Limited
HPL.BO,HPL Electric & Power Limited
HSCL.BO,Himadri Speciality Chemical Limited
HTMEDIA.BO,HT Media Limited
HUBTOWN.BO,Hubtown Limited
HUDCO.BO,Housing & Urban Development Corporation Limited
HUHTAMAKI.BO,Huhtamaki India Limited
HYBRIDFIN.BO,Hybrid Financial Services Limited
HYUNDAI.BO,Hyundai Motor India Limited
IBULLSLTD.BO,Indiabulls Limited
ICDSLTD.BO,ICDS Limited
ICEMAKE.BO,Ice Make Refrigeration Limited
ICICIAMC.BO,ICICI Prudential Asset Management Company Limited
ICICIBANK.BO,ICICI Bank Limited
ICICIGI.BO,ICICI Lombard General Insurance Company Limited
ICICIPRULI.BO,ICICI Prudential Life Insurance Company Limited
ICIL.BO,Indo Count Industries Limited
ICRA.BO,ICRA Limited
IDBI.BO,IDBI Bank Limited
IDEA.BO,Vodafone Idea Limited
IDEAFORGE.BO,Ideaforge Technology Limited
IDFCFIRSTB.BO,IDFC First Bank Limited
IEX.BO,Indian Energy Exchange Limited
IFBAGRO.BO,IFB Agro Industries Limited
IFBIND.BO,IFB Industries Limited
IFCI.BO,IFCI Limited
IFGLEXPOR.BO,IFGL Refractories Limited
IGARASHI.BO,Igarashi Motors India Limited
IGCL.BO,Indogulf Cropsciences Limited
IGIL.BO,International Gemological Institute Limited
IGL.BO,Indraprastha Gas Limited
IGPL.BO,IG Petrochemicals Limited
IIFL.BO,IIFL Finance Limited
IIFLCAPS.BO,IIFL Capital Services Limited
IITL.BO,Industrial Investment Trust Limited
IKIO.BO,IKIO Technologies Limited
IKS.BO,Inventurus Knowledge Solutions Limited
IL&FSENGG.BO,IL&FS Engineering and Construction Company Limited
IL&FSTRANS.BO,IL&FS Transportation Networks Limited
IMAGICAA.BO,Imagicaaworld Entertainment Limited
IMFA.BO,Indian Metals & Ferro Alloys Limited
IMPAL.BO,India Motor Parts and Accessories Limited
IMPEXFERRO.BO,Impex Ferro Tech Limited
INA.BO,Insolation Energy Limited
INCREDIBLE.BO,INCREDIBLE INDUSTRIES LIMITED
INDBANK.BO,Indbank Merchant Banking Services Limited
INDGN.BO,Indegene Limited
INDHOTEL.BO,The Indian Hotels Company Limited
INDIACEM.BO,The India Cements Limited
INDIAGLYCO.BO,India Glycols Limited
INDIAMART.BO,Indiamart Intermesh Limited
INDIANB.BO,Indian Bank
INDIANCARD.BO,Indian Card Clothing Company Limited
INDIANHUME.BO,Indian Hume Pipe Company Limited
INDIASHLTR.BO,India Shelter Finance Corporation Limited
INDIGO.BO,InterGlobe Aviation Limited
INDIGOPNTS.BO,Indigo Paints Limited
INDIQUBE.BO,Indiqube Spaces Limited
INDNIPPON.BO,India Nippon Electricals Limited
INDOAMIN.BO,Indo Amines Limited
INDOBORAX.BO,Indo Borax & Chemicals Limited
INDOCO.BO,Indoco Remedies Limited
INDOFARM.BO,Indo Farm Equipment Limited
INDORAMA.BO,Indo Rama Synthetics (India) Limited
INDOSTAR.BO,IndoStar Capital Finance Limited
INDOTECH.BO,Indo Tech Transformers Limited
INDOTHAI.BO,Indo Thai Securities Limited
INDOUS.BO,Indo Us Biotech Limited
INDOWIND.BO,Indowind Energy Limited
INDPRUD.BO,Industrial & Prudential Investment Company Limited
INDRAMEDCO.BO,Indraprastha Medical Corporation Limited
INDSWFTLAB.BO,Ind-Swift Laboratories Limited
INDTERRAIN.BO,Indian Terrain Fashions Limited
INDUSINDBK.BO,IndusInd Bank Limited
INDUSTOWER.BO,Indus Towers Limited
INFOBEAN.BO,InfoBeans Technologies Limited
INFOMEDIA.BO,Infomedia Press Limited
INFY.BO,Infosys Limited
INGERRAND.BO,Ingersoll Rand (India) Limited
INNOVACAP.BO,Innova Captab Limited
INNOVANA.BO,Innovana Thinklabs Limited
INNOVISION.BO,Innovision Limited
INOXGREEN.BO,Inox Green Energy Services Limited
INOXINDIA.BO,INOX India Limited
INOXWIND.BO,Inox Wind Limited
INSECTICID.BO,Insecticides (India) Limited
INSPIRISYS.BO,Inspirisys Solutions Limited
INTELLECT.BO,Intellect Design Arena Limited
INTENTECH.BO,Intense Technologies Limited
INTERARCH.BO,Interarch Building Solutions Limited
INTLCONV.BO,International Conveyors Limited
INVENTURE.BO,Inventure Growth & Securities Limited
INVPRECQ.BO,Investment & Precision Castings Limited
IOB.BO,Indian Overseas Bank
IOC.BO,Indian Oil Corporation Limited
IOLCP.BO,IOL Chemicals and Pharmaceuticals Limited
IONEXCHANG.BO,ION Exchange (India) Limited
IPCALAB.BO,IPCA Laboratories Limited
IPL.BO,India Pesticides Limited
IRB.BO,IRB Infrastructure Developers Limited
IRCON.BO,Ircon International Limited
IRCTC.BO,Indian Railway Catering And Tourism Corporation Limited
IREDA.BO,Indian Renewable Energy Development Agency Limited
IRFC.BO,Indian Railway Finance Corporation Limited
IRIS.BO,IRIS RegTech Solutions Limited
IRISDOREME.BO,Iris Clothings Limited
IRMENERGY.BO,IRM Energy Limited
ISFT.BO,Intrasoft Technologies Limited
ISGEC.BO,Isgec Heavy Engineering Limited
ISHANCH.BO,Ishan Dyes and Chemicals Limited
ITC.BO,ITC Limited
ITCHOTELS.BO,ITC Hotels Limited
ITDC.BO,India Tourism Development Corporation Limited
ITI.BO,ITI Limited
IVALUE.BO,Ivalue Infosolutions Limited
IVC.BO,IL&FS Investment Managers Limited
IVP.BO,IVP Limited
IWP.BO,The Indian Wood Products Company Limited
IXIGO.BO,Le Travenues Technology Limited
IZMO.BO,IZMO Limited
J&KBANK.BO,The Jammu & Kashmir Bank Limited
JAGRAN.BO,Jagran Prakashan Limited
JAGSNPHARM.BO,Jagsonpal Pharmaceuticals Limited
JAIBALAJI.BO,Jai Balaji Industries Limited
JAICORPLTD.BO,Jai Corp Limited
JAINREC.BO,Jain Resource Recycling Limited
JAIPURKURT.BO,Nandani Creation Limited
JAMNAAUTO.BO,Jamna Auto Industries Limited
JARO.BO,Jaro Institute of Technology Management and Research Limited
JASH.BO,Jash Engineering Limited
JAYAGROGN.BO,Jayant Agro Organics Limited
JAYBARMARU.BO,Jay Bharat Maruti Limited
JAYKAY.BO,Jaykay Enterprises Limited
JAYNECOIND.BO,Jayaswal Neco Industries Limited
JAYSREETEA.BO,Jayshree Tea & Industries Limited
JBCHEPHARM.BO,JB Chemicals & Pharmaceuticals Limited
JBMA.BO,JBM Auto Limited
JETFREIGHT.BO,Jet Freight Logistics Limited
JGCHEM.BO,J.G.Chemicals Limited
JHS.BO,JHS Svendgaard Laboratories Limited
JINDALPHOT.BO,Jindal Photo Limited
JINDALPOLY.BO,Jindal Poly Films Limited
JINDALSAW.BO,Jindal Saw Limited
JINDALSTEL.BO,JINDAL STEEL LIMITED
JINDRILL.BO,Jindal Drilling And Industries Limited
JINDWORLD.BO,Jindal Worldwide Limited
JIOFIN.BO,Jio Financial Services Limited
JISLDVREQS.BO,Jain Irrigation Systems Limited
JISLJALEQS.BO,Jain Irrigation Systems Limited
JITFINFRA.BO,JITF Infralogistics Limited
JKCEMENT.BO,JK Cement Limited
JKIL.BO,J.Kumar Infraprojects Limited
JKIPL.BO,Jinkushal Industries Limited
JKLAKSHMI.BO,JK Lakshmi Cement Limited
JKPAPER.BO,JK Paper Limited
JKTYRE.BO,JK Tyre & Industries Limited
JLHL.BO,Jupiter Life Line Hospitals Limited
JMA.BO,Jullundur Motor Agency (Delhi) Limited
JMFINANCIL.BO,JM Financial Limited
JNKINDIA.BO,JNK India Limited
JOCIL.BO,Jocil Limited
JPOLYINVST.BO,Jindal Poly Investment and Finance Company Limited
JPPOWER.BO,Jaiprakash Power Ventures Limited
JSFB.BO,Jana Small Finance Bank Limited
JSL.BO,Jindal Stainless Limited
JSLL.BO,Jeena Sikho Lifecare Limited
JSWCEMENT.BO,JSW Cement Limited
JSWDULUX.BO,JSW Dulux Limited
JSWENERGY.BO,JSW Energy Limited
JSWHL.BO,JSW Holdings Limited
JSWINFRA.BO,JSW Infrastructure Limited
JSWSTEEL.BO,JSW Steel Limited
JTEKTINDIA.BO,Jtekt India Limited
JTLIND.BO,JTL INDUSTRIES LIMITED
JUBLCPL.BO,Jubilant Agri and Consumer Products Limited
JUBLFOOD.BO,Jubilant Foodworks Limited
JUBLINGREA.BO,Jubilant Ingrevia Limited
JUBLPHARMA.BO,Jubilant Pharmova Limited
JUNIPER.BO,Juniper Hotels Limited
JUSTDIAL.BO,Just Dial Limited
JWL.BO,Jupiter Wagons Limited
JYOTHYLAB.BO,Jyothy Labs Limited
JYOTICNC.BO,Jyoti CNC Automation Limited
JYOTISTRUC.BO,Jyoti Structures Limited
KABRAEXTRU.BO,Kabra Extrusion Technik Limited
KAJARIACER.BO,Kajaria Ceramics Limited
KAKATCEM.BO,Kakatiya Cement Sugar & Industries Limited
KALAMANDIR.BO,Sai Silks (Kalamandir) Limited
KALPATARU.BO,Kalpataru Limited
KALYANI.BO,Kalyani Commercials Limited
KALYANIFRG.BO,Kalyani Forge Limited
KALYANKJIL.BO,Kalyan Jewellers India Limited
KAMAHOLD.BO,Kama Holdings Limited
KAMATHOTEL.BO,Kamat Hotels (I) Limited
KAMDHENU.BO,Kamdhenu Limited
KAMOPAINTS.BO,Kamdhenu Ventures Limited
KANANIIND.BO,Kanani Industries Limited
KANCHI.BO,Kanchi Karpooram Limited
KANORICHEM.BO,Kanoria Chemicals & Industries Limited
KANPRPLA.BO,Kanpur Plastipack Limited
KANSAINER.BO,Kansai Nerolac Paints Limited
KAPSTON.BO,Kapston Services Limited
KARMAENG.BO,Karma Energy Limited
KARURVYSYA.BO,Karur Vysya Bank Limited
KAUSHALYA.BO,Kaushalya Infrastructure Development Corporation Limited
KAVDEFENCE.BO,Kavveri Defence & Wireless Technologies Limited
KAYA.BO,Kaya Limited
KAYNES.BO,Kaynes Technology India Limited
KCP.BO,KCP Limited
KCPSUGIND.BO,KCP Sugar and Industries Corporation Limited
KDDL.BO,KDDL Limited
KEC.BO,KEC International Limited
KECL.BO,Kirloskar Electric Company Limited
KEEPLEARN.BO,DSJ Keep Learning Limited
KEI.BO,KEI Industries Limited
KELLTONTEC.BO,Kellton Tech Solutions Limited
KENNAMET.BO,Kennametal India Limited
KERNEX.BO,Kernex Microsystems (India) Limited
KESORAMIND.BO,Kesoram Industries Limited
KEYFINSERV.BO,Keynote Financial Services Limited
KFINTECH.BO,Kfin Technologies Limited
KHADIM.BO,Khadim India Limited
KHAICHEM.BO,Khaitan Chemicals & Fertilizers Limited
KHAITANLTD.BO,Khaitan (India) Limited
KHANDSE.BO,Khandwala Securities Limited
KICL.BO,Kalyani Investment Company Limited
KILITCH.BO,Kilitch Drugs (India) Limited
KIMS.BO,Krishna Institute of Medical Sciences Limited
KINGFA.BO,Kingfa Science & Technology (India) Limited
KIOCL.BO,KIOCL Limited
KIRANVYPAR.BO,Kiran Vyapar Limited
KIRIINDUS.BO,Kiri Industries Limited
KIRLFER.BO,Kirloskar Ferrous Industries Limited
KIRLOSBROS.BO,Kirloskar Brothers Limited
KIRLOSENG.BO,Kirloskar Oil Engines Limited
KIRLOSIND.BO,Kirloskar Industries Limited
KIRLPNU.BO,Kirloskar Pneumatic Company Limited
KISSHT.BO,OnEMI Technology Solutions Limited
KITEX.BO,Kitex Garments Limited
KKCL.BO,Kewal Kiran Clothing Limited
KLBRENG-B.BO,Kilburn Engineering Limited
KMEW.BO,Knowledge Marine & Engineering Works Limited
KMSUGAR.BO,K.M.Sugar Mills Limited
KNAGRI.BO,KN Agri Resources Limited
KNRCON.BO,KNR Constructions Limited
KOHINOOR.BO,Kohinoor Foods Limited
KOKUYOCMLN.BO,Kokuyo Camlin Limited
KOLTEPATIL.BO,Kolte - Patil Developers Limited
KOPRAN.BO,Kopran Limited
KOTAKBANK.BO,Kotak Mahindra Bank Limited
KOTARISUG.BO,Kothari Sugars And Chemicals Limited
KOTHARIPET.BO,Kothari Petrochemicals Limited
KOTHARIPRO.BO,Kothari Products Limited
KOTIC.BO,Kothari Industrial Corporation Limited
KOTYARK.BO,Kotyark Industries Limited
KOVAI.BO,Kovai Medical Center & Hospital Limited
KPEL.BO,K.P. Energy Limited
KPIGREEN.BO,KPI Green Energy Limited
KPIL.BO,Kalpataru Projects International Limited
KPITTECH.BO,KPIT Technologies Limited
KPL.BO,Kwality Pharmaceuticals Limited
KPRMILL.BO,K.P.R. Mill Limited
KRBL.BO,KRBL Limited
KREBSBIO.BO,Krebs Biochemicals and Industries Limited
KRIDHANINF.BO,Kridhan Infra Limited
KRISHANA.BO,Krishana Phoschem Limited
KRISHIVAL.BO,Krishival Foods Limited
KRISHNADEF.BO,Krishna Defence And Allied Industries Limited
KRITI.BO,Kriti Industries (India) Limited
KRITIKA.BO,Kritika Wires Limited
KRITINUT.BO,Kriti Nutrients Limited
KRN.BO,KRN Heat Exchanger and Refrigeration Limited
KRONOX.BO,Kronox Lab Sciences Limited
KROSS.BO,Kross Limited
KRSNAA.BO,Krsnaa Diagnostics Limited
KRYSTAL.BO,Krystal Integrated Services Limited
KSB.BO,Ksb Limited
KSCL.BO,Kaveri Seed Company Limited
KSHINTL.BO,KSH International Limited
KSHITIJPOL.BO,Kshitij Polyline Limited
KSL.BO,Kalyani Steels Limited
KSOLVES.BO,Ksolves India Limited
KSR.BO,KSR Footwear Limited
KTKBANK.BO,The Karnataka Bank Limited
KUANTUM.BO,Kuantum Papers Limited
KWIL.BO,Kwality Wall's (India) Limited
LAGNAM.BO,Lagnam Spintex Limited
LAHOTIOV.BO,Lahoti Overseas Limited
LAKPRE.BO,Lakshmi Precision Screws Limited
LAL.BO,Lorenzini Apparels Limited
LALPATHLAB.BO,Dr. Lal Path Labs Ltd.
LAMBODHARA.BO,Lambodhara Textiles Limited
LANCORHOL.BO,Lancor Holdings Limited
LANDMARK.BO,Landmark Cars Limited
LANDSMILL.BO,Landsmill Green Limited
LAOPALA.BO,La Opala RG Limited
LASA.BO,Lasa Supergenerics Limited
